event_type,unit_id,unit_type,phase,member,cell_id,metric,rho,ci95,projected_cpu_hours,signed_line_cpu_hours,projected_minus_line_cpu_hours,process_cpu_seconds,wall_clock_seconds,contention_robust_cpu_hours,wall_clock_based_cpu_hours,heldout_users_800_999_touched,future_observations_used,verdict,stop_condition,s3d_results_void,run_id,producer_function,code_path_hash,generated_at_utc
part0_projection_stop,part0::line30.0,part0_projection,preflight,none,none,,,,32.00740120549966,30.0,2.0074012054996615,2970.53125,3274.2838701,0.8251475694444445,0.90952329725,False,False,STOP_s3d_part0_projection_exceeds_line,PART-0 projection 32.00740120549966 CPU-h exceeded signed line 30.0,True,s3d-part0-line30.0-2026-07-04T20:52:22Z,artifacts/FSP-PUM-ENV-IDPROBE-001A/s3d_part0_stop_report_generator.py::build_reports,de5f757aa58d32539531b20c66bf904b73abfed9d74510e31a6306ea7c434b19,2026-07-04T21:49:45Z
